gene_id	GHC.006.output.filtered.bam	GHC.017.output.filtered.bam	GHC.022.output.filtered.bam	GHC.025.output.filtered.bam	JHC.001.output.filtered.bam	JHC.005.output.filtered.bam	SGH.003.output.filtered.bam	SGH.006.output.filtered.bam	SGH.007.output.filtered.bam	UHC.020.output.filtered.bam
PVP01_API03500	0	0	0	0	0	0	0	0	0	0
PVP01_1264100	241	1071	91	666	417	928	586	637	593	381
PVP01_0908700	71	57	46	21	31	103	46	539	108	244
PVP01_1110000	17	73	16	11	19	88	46	67	27	165
PVP01_1439600	156	614	57	382	296	545	324	511	430	266
PVP01_1330400	6	3	1	2	2	6	0	21	7	3
PVP01_0926000	75	39	41	4	30	78	22	306	28	133
PVP01_1451500	185	780	85	706	422	785	609	586	652	271
PVP01_0414000	168	1	53	3	225	30	17	85	59	1466
PVP01_0010760	0	0	0	0	0	0	0	0	0	0
PVP01_1229400	27	87	19	62	58	80	66	149	76	85
PVP01_0009850	0	0	0	0	0	0	0	0	0	0
PVP01_1311000	548	1357	85	1693	1105	1840	1198	606	945	415
PVP01_0840900	0	0	0	0	0	0	0	0	0	0
PVP01_0946900	0	0	0	0	0	0	0	0	0	0
PVP01_1307700	7	12	6	0	1	16	2	77	8	7
PVP01_1123300	17	20	9	2	3	23	10	59	7	67
PVP01_0913800	582	3311	269	2142	1984	2494	1760	2355	2003	1208
PVP01_1310900	365	1607	59	1332	1400	1194	1202	736	1045	311
PVP01_0007550	0	0	0	0	0	0	0	0	0	0
PVP01_1104300	146	614	30	492	431	626	632	397	481	239
PVP01_1224400	10	24	9	9	7	30	23	83	20	25
PVP01_0001740	0	0	0	0	0	0	0	0	0	0
PVP01_0006000	0	0	0	0	0	0	0	0	0	0
PVP01_0006810	0	0	0	0	0	0	0	0	0	0
PVP01_0822500	120	531	42	214	299	320	183	255	415	217
PVP01_0703700	602	2443	275	1296	1116	2159	1206	1658	1717	1238
PVP01_0006600	0	0	0	0	0	0	0	0	0	0
PVP01_0805200	374	1353	111	1644	800	1061	1023	604	966	460
PVP01_1405400	18	29	9	4	9	18	17	52	23	24
PVP01_0929400	34	219	49	131	97	288	90	160	140	160
PVP01_1262100	5	5	5	1	1	3	2	27	3	4
PVP01_0000830	0	0	0	0	0	0	0	0	0	0
PVP01_0204000	36	75	7	32	40	84	74	96	97	95
PVP01_0920800	42	73	22	15	32	208	52	17	169	185
PVP01_1433100	101	177	37	151	134	232	174	142	176	182
PVP01_0220100	0	0	0	0	0	0	0	0	0	0
PVP01_0111300	86	112	24	26	77	148	85	168	204	196
PVP01_1274700	0	0	0	0	0	0	0	0	0	0
PVP01_1231700	61	179	34	97	54	109	111	270	199	177
PVP01_1111700	142	408	46	109	112	343	404	132	269	332
PVP01_0003860	0	0	0	0	0	0	0	0	0	0
PVP01_1110400	5	13	6	2	11	8	9	29	11	7
PVP01_0600400	42	132	28	77	77	204	61	34	150	30
PVP01_1237500	27	98	15	85	53	71	49	102	82	79
PVP01_0520600	159	966	55	749	1018	950	206	314	410	359
PVP01_1443000	42	102	19	56	52	68	58	125	57	43
PVP01_1329600	57792	90919	5683	55777	87730	51203	89194	32671	81720	66965
PVP01_0304100	20	12	19	12	10	43	11	303	12	15
PVP01_0010680	0	0	0	0	0	0	0	0	0	0
PVP01_1230700	47	84	14	33	42	90	60	171	58	35
PVP01_1112800	51	262	17	132	77	163	94	224	143	71
PVP01_0005090	0	0	0	0	0	0	0	0	0	0
PVP01_1012500	20	24	9	2	7	43	12	222	7	29
PVP01_1108900	177	804	63	445	426	587	268	326	377	497
PVP01_1306300	157	666	55	337	310	542	305	288	468	184
PVP01_1209900	415	1527	118	1057	834	1179	843	613	1128	1772
PVP01_0613000	47	210	27	180	94	154	132	253	133	110
PVP01_0946700	0	0	0	0	0	0	0	0	0	0
PVP01_1304100	740	2947	207	1571	1303	3080	1440	804	1958	1816
PVP01_0308200	56	113	37	50	76	170	81	343	207	100
PVP01_0805500	50	213	24	153	130	348	140	128	157	175
PVP01_1011300	193	526	20	655	413	240	454	238	351	135
PVP01_0211100	72	333	62	239	164	315	204	620	234	110
PVP01_0424500	0	0	0	0	0	0	0	0	0	0
PVP01_1463600	39	68	28	55	57	75	40	140	57	84
PVP01_1017300	623	1656	86	4668	3038	1943	2978	2038	1192	376
PVP01_0716400	32	63	14	31	42	80	63	149	58	33
PVP01_0709100	62	154	32	119	82	101	128	185	193	103
PVP01_1263500	307	827	82	649	316	1125	541	194	649	344
PVP01_1100500	11	53	4	16	24	48	22	18	32	11
PVP01_0402400	81	864	38	639	526	697	244	273	344	1040
PVP01_1411500	11	64	10	37	32	70	43	90	43	19
PVP01_0736100	0	0	0	0	0	0	0	0	0	0
PVP01_API05400	0	0	0	0	0	0	0	0	0	0
PVP01_0011020	0	0	0	0	0	0	0	0	0	0
PVP01_1409700	40	195	16	103	86	142	69	92	128	66
PVP01_1203400	0	0	0	0	0	0	0	0	0	0
PVP01_0913000	39	89	14	70	50	54	114	196	122	35
PVP01_1237100	46	190	16	229	131	198	117	131	159	70
PVP01_1411700	13	6	17	10	6	26	11	123	9	23
PVP01_1409900	490	1370	105	1686	1444	937	1644	820	1166	572
PVP01_0800900	12	65	7	12	21	49	28	43	29	40
PVP01_1035800	0	0	0	0	0	0	0	0	0	0
PVP01_1031100	29	41	17	37	26	231	26	104	31	658
PVP01_0901300	47	55	25	49	74	90	58	106	98	304
PVP01_0000560	0	0	0	0	0	0	0	0	0	0
PVP01_1005100	18	53	7	44	22	32	24	55	37	51
PVP01_0739200	0	0	0	0	0	0	0	0	0	0
PVP01_0725500	16	3	12	4	6	16	6	171	5	3
PVP01_1119800	976	3255	299	2581	2047	2974	1907	1547	2380	1586
PVP01_0921700	112	141	116	67	180	942	107	476	190	4904
PVP01_1132200	87	281	41	194	141	198	222	373	255	148
PVP01_1240500	58	106	41	45	30	106	65	341	48	81
PVP01_0101800	123	715	33	424	253	457	288	264	359	142
PVP01_1221900	78	269	24	84	216	138	135	102	233	146
PVP01_0003220	0	0	0	0	0	0	0	0	0	0
PVP01_0005220	0	0	0	0	0	0	0	0	0	0
PVP01_1015100	141	427	28	438	356	289	352	303	340	96
PVP01_1206200	44	174	13	106	58	113	83	232	89	40
PVP01_1224100	15	60	9	13	22	56	54	98	33	31
PVP01_0318500	17	35	10	9	16	31	6	203	4	42
PVP01_0502300	12	30	2	2	12	23	19	35	19	33
PVP01_1434400	58	208	4	199	116	173	104	82	137	64
PVP01_0007100	0	0	0	0	0	0	0	0	0	0
PVP01_1441000	102	361	41	210	233	216	189	209	312	335
PVP01_0006470	0	0	0	0	0	0	0	0	0	0
PVP01_1452400	31	90	18	27	54	78	49	202	79	82
PVP01_API02000	0	0	0	0	0	0	0	0	0	0
PVP01_0008480	0	0	0	0	0	0	0	0	0	0
PVP01_0314700	68	208	20	78	122	180	96	165	156	272
PVP01_1030100	91	458	35	241	238	625	243	181	259	111
PVP01_1207300	90	367	20	226	157	322	206	200	273	144
PVP01_0403700	94	471	24	329	314	309	263	271	242	172
PVP01_1008100	65	246	12	182	143	135	161	159	168	62
PVP01_0934400	81	35	38	27	40	90	72	105	144	264
PVP01_0533200	0	0	0	0	0	0	0	0	0	0
PVP01_0006800	0	0	0	0	0	0	0	0	0	0
PVP01_0940700	59	334	37	234	191	393	240	192	257	149
PVP01_1247300	97	254	35	145	127	243	127	239	258	194
PVP01_0000260	0	0	0	0	0	0	0	0	0	0
PVP01_1240300	11	25	6	17	13	28	15	71	11	29
PVP01_0905500	112	360	34	218	219	292	216	211	292	347
PVP01_MIT01700	0	0	0	1	0	1	0	1	0	0
PVP01_1410500	38	121	11	87	77	111	76	61	101	68
PVP01_1205200	13	13	11	2	11	53	8	162	6	18
PVP01_1400200	12	72	11	26	36	75	22	10	78	74
PVP01_0003840	0	0	0	0	0	0	0	0	0	0
PVP01_1272600	0	0	0	0	0	0	0	0	0	0
PVP01_1432100	122	555	38	518	368	411	303	226	324	226
PVP01_1145000	45	182	18	162	94	70	135	127	114	62
PVP01_1420500	102	317	48	192	186	254	182	350	297	204
PVP01_1401600	20	94	10	78	42	116	24	25	50	15
PVP01_0006980	0	0	0	0	0	0	0	0	0	0
PVP01_0408300	121	415	64	226	229	328	246	617	234	132
PVP01_1001900	112	323	28	369	249	182	244	167	227	253
PVP01_0005310	0	0	0	0	0	0	0	0	0	0
PVP01_0729400	771	2272	292	1617	1472	1632	1588	2058	1919	2104
PVP01_0613700	35	87	16	44	40	71	33	126	76	98
PVP01_1450600	7	9	11	8	13	24	11	125	19	74
PVP01_0001420	0	0	0	0	0	0	0	0	0	0
PVP01_0002570	0	0	0	0	0	0	0	0	0	0
PVP01_1248400	192	601	128	460	357	687	251	445	347	890
PVP01_API05100	0	0	0	0	0	0	0	0	0	0
PVP01_0005130	0	0	0	0	0	0	0	0	0	0
PVP01_1237400	16	38	8	24	16	29	32	93	12	20
PVP01_1426100	13	23	5	8	6	21	11	69	23	11
PVP01_0902200	121	451	23	433	343	406	318	199	363	221
PVP01_1231300	32	51	16	38	26	122	52	124	79	88
PVP01_0111500	8	27	11	9	23	25	34	78	33	11
PVP01_1442700	37	90	17	47	56	59	52	107	75	57
PVP01_0100700	12	38	7	15	14	26	15	27	15	14
PVP01_0400100	0	0	0	1	0	0	0	0	0	12
PVP01_1319200	117	483	50	295	376	366	302	467	382	179
PVP01_0738000	0	0	0	0	0	0	0	0	0	0
PVP01_1452300	232	750	62	925	565	590	494	745	573	257
PVP01_1205700	22	84	17	29	41	113	31	193	35	37
PVP01_1226400	209	560	143	241	271	830	370	809	338	1676
PVP01_1470200	6	23	2	2	15	33	9	7	5	11
PVP01_0717500	95	328	44	262	192	332	160	283	278	150
PVP01_0926700	162	519	60	350	311	369	269	379	371	517
PVP01_1134400	75	153	52	34	85	132	65	297	207	634
PVP01_0524100	12	26	7	8	12	32	11	110	14	13
PVP01_0603000	210	561	45	478	386	352	375	466	409	259
PVP01_0509500	341	1234	81	926	878	665	853	791	899	600
PVP01_1034200	0	0	0	0	0	0	0	0	0	0
PVP01_1330200	19	84	12	39	42	60	32	33	53	56
PVP01_0606700	55	303	32	138	153	229	150	196	231	548
PVP01_1225400	141	249	69	165	138	367	243	586	266	467
PVP01_0501700	58	186	19	226	120	187	109	60	159	221
PVP01_0000760	0	0	0	0	0	0	0	0	0	0
PVP01_0505300	68	265	25	189	165	200	179	203	187	150
PVP01_0209500	14	24	9	33	13	28	28	127	23	104
PVP01_0810200	17	114	16	73	71	112	55	104	83	75
PVP01_0004940	0	0	0	0	0	0	0	0	0	0
PVP01_0104000	249	159	99	82	151	290	235	220	477	656
PVP01_0205700	30	121	8	141	88	86	60	99	62	20
PVP01_1214300	642	2629	245	1252	1688	3539	1179	669	2147	3033
PVP01_1149100	0	0	0	0	0	0	0	0	0	0
PVP01_0309700	25	80	17	41	42	63	36	159	51	23
PVP01_0007200	0	0	0	0	0	0	0	0	0	0
PVP01_0938700	144	499	41	379	299	305	277	393	366	266
PVP01_0619800	12	19	5	13	16	25	20	80	15	38
PVP01_0838500	45	190	21	97	83	771	137	80	74	1007
PVP01_1237600	24	56	11	22	19	67	35	121	46	176
PVP01_1447800	10	7	7	4	7	30	7	75	9	96
PVP01_0811300	23	95	8	58	42	42	50	96	53	15
PVP01_0519200	36	86	15	59	77	84	55	133	76	60
PVP01_0314000	549	1659	210	1610	1045	1579	1700	1310	1594	787
PVP01_1004100	99	353	24	48	70	234	161	192	97	111
PVP01_1207600	27	146	6	89	67	86	90	178	142	63
PVP01_1105500	6	11	3	1	1	15	3	60	4	15
PVP01_0117000	1929	10057	267	8562	11142	9373	6097	3833	5254	3385
PVP01_0900900	92	557	49	315	208	724	237	168	345	213
PVP01_0819800	1024	2447	362	2056	2176	2412	1725	1558	2095	5951
PVP01_0600100	11	31	2	13	21	77	0	5	25	5
PVP01_0623000	290	1323	93	899	922	1503	600	346	1125	919
PVP01_1458800	79	210	39	144	132	229	129	203	197	155
PVP01_1444500	30	96	13	52	41	74	61	143	82	35
PVP01_0622800	226	923	75	643	596	701	642	450	878	510
PVP01_0310200	77	297	38	204	219	270	176	354	199	678
PVP01_1116900	78	251	27	93	190	252	129	155	184	107
PVP01_0818600	43	130	22	83	71	101	68	248	96	72
PVP01_0220900	0	0	0	0	0	0	0	0	0	0
PVP01_0903400	47	185	30	114	81	196	60	213	64	475
PVP01_1439200	35	87	27	72	49	198	63	103	100	210
PVP01_0221700	0	0	0	0	0	0	0	0	0	0
PVP01_1141800	75	151	21	95	103	134	88	160	135	202
PVP01_0504900	257	813	92	545	455	565	471	806	547	408
PVP01_1216500	39	216	20	167	118	195	71	151	87	87
PVP01_0005190	0	0	0	0	0	0	0	0	0	0
PVP01_0000840	0	0	0	0	0	0	0	0	0	0
PVP01_1414100	34	53	25	4	21	54	34	105	73	131
PVP01_0308900	99	434	41	293	303	269	275	446	327	95
PVP01_0903300	13	16	5	14	9	12	14	77	10	10
PVP01_1425900	528	989	69	1370	542	976	1557	615	760	515
PVP01_0600500	15	37	7	13	24	22	16	10	25	5
PVP01_0706000	60	165	31	84	49	150	69	172	109	120
PVP01_1260300	275	768	43	727	640	601	728	576	532	234
PVP01_0706800	75	260	62	177	178	281	112	264	173	470
PVP01_1459200	1	19	3	3	11	28	16	33	12	9
PVP01_1149500	0	0	0	0	0	0	0	0	0	0
PVP01_0008750	0	0	0	0	0	0	0	0	0	0
PVP01_0708100	38	92	23	59	47	109	58	140	79	133
PVP01_0715400	2931	7400	996	6514	4887	8894	9332	2360	6363	9181
PVP01_0213900	55	64	24	5	30	68	40	165	117	185
PVP01_1026300	29	92	18	22	41	111	47	107	95	174
PVP01_1335300	154	607	69	462	346	781	343	257	531	351
PVP01_0007590	0	0	0	0	0	0	0	0	0	0
PVP01_1203800	117	470	26	411	319	332	208	203	249	128
PVP01_0610900	10	11	9	7	10	17	5	57	7	25
PVP01_1428500	66	144	79	29	121	191	44	157	80	1875
PVP01_0111950	22	22	29	2	34	36	15	66	60	207
PVP01_0423700	0	0	0	0	0	0	0	0	0	0
PVP01_0008350	0	0	0	0	0	0	0	0	0	0
PVP01_1413400	58	189	35	74	57	208	87	351	105	359
PVP01_1229900	138	75	98	29	76	236	97	127	204	605
PVP01_0517300	91	284	16	289	149	161	176	305	249	92
PVP01_0919200	165	554	57	433	396	444	346	332	417	287
PVP01_0003960	0	0	0	0	0	0	0	0	0	0
PVP01_0113400	47	146	21	76	97	109	66	311	74	24
PVP01_1470100	13	50	2	13	28	41	13	27	22	13
PVP01_0004520	0	0	0	0	0	0	0	0	0	0
PVP01_0008110	0	0	0	0	0	0	0	0	0	0
PVP01_0313600	157	237	71	179	174	215	170	522	345	441
PVP01_1461400	27	215	10	43	73	64	91	77	120	60
PVP01_1211300	28	193	20	111	83	145	103	195	112	43
PVP01_1346400	198	727	59	536	474	655	600	202	470	463
PVP01_1147600	0	26	0	15	5	14	6	10	8	2
PVP01_1455100	74	497	40	341	279	387	136	310	253	111
PVP01_1010600	259	1253	46	1485	1144	1246	976	639	717	187
PVP01_0805300	68	207	25	91	56	142	227	168	122	171
PVP01_0920000	375	1777	179	1195	855	1295	853	911	1277	1092
PVP01_1453100	35	62	13	29	19	35	43	142	54	56
PVP01_0208800	87	274	39	287	198	225	182	240	214	139
PVP01_1443300	192	769	103	689	561	742	440	725	541	318
PVP01_1222500	190	917	52	802	652	618	551	548	603	330
PVP01_0813300	265	813	41	785	667	774	631	413	626	183
PVP01_0814900	186	760	94	436	253	574	512	616	584	333
PVP01_0001290	0	0	0	0	0	0	0	0	0	0
PVP01_1437100	61	196	23	143	127	230	120	99	125	309
PVP01_0516800	35	141	25	110	97	98	41	229	84	196
PVP01_0006830	0	0	0	0	0	0	0	0	0	0
PVP01_1029600	30	100	16	67	33	84	63	101	59	42
PVP01_1263600	71	88	39	25	54	96	55	261	83	214
PVP01_0835000	48	74	30	36	30	71	53	336	53	55
PVP01_0117400	623	2171	153	2721	2050	2866	1587	835	1597	1317
PVP01_0400600	23	200	2	171	143	178	37	74	47	18
PVP01_0802000	3	23	1	5	10	7	2	17	2	2
PVP01_1006300	327	1740	137	1054	798	2331	739	239	1315	632
PVP01_1129200	36	73	33	49	46	90	57	234	104	68
PVP01_1402500	6	21	5	5	10	30	13	27	8	11
PVP01_0009260	0	0	0	0	0	0	0	0	0	0
PVP01_0530900	6	12	3	9	1	11	21	8	9	5
PVP01_1116800	442	1473	151	1576	1313	1981	874	733	1292	1249
PVP01_0835200	212	761	94	733	388	1250	528	319	612	815
PVP01_0811600	100	249	47	259	206	790	128	69	220	504
PVP01_0000980	0	0	0	0	0	0	0	0	0	0
PVP01_0600300	33	102	14	70	49	41	31	33	53	28
PVP01_0221000	0	0	0	0	0	0	0	0	0	0
PVP01_1116100	8	4	5	4	5	17	9	38	7	5
PVP01_1030400	94	173	40	77	72	182	140	157	254	250
PVP01_0931300	368	1013	115	680	548	1202	667	516	896	798
PVP01_1214500	21	74	15	8	51	79	39	84	27	68
PVP01_1031500	24	90	6	99	107	144	39	34	51	61
PVP01_0005050	0	0	0	0	0	0	0	0	0	0
PVP01_1226900	62	314	41	130	132	273	169	298	200	256
PVP01_0008930	0	0	0	0	0	0	0	0	0	0
PVP01_0709500	112	375	65	294	254	315	238	496	254	177
PVP01_1113500	38	126	12	73	62	122	82	118	134	65
PVP01_1461600	177	779	85	332	379	639	399	407	575	403
PVP01_0006340	0	0	0	0	0	0	0	0	0	0
PVP01_0611400	455	1417	174	955	764	2540	804	269	1396	1094
PVP01_1461200	2553	5480	341	4829	3045	2510	3721	1546	3316	2073
PVP01_1452200	331	893	162	529	497	1071	773	1400	963	709
PVP01_1435100	13	42	5	8	18	35	26	28	15	37
PVP01_0609700	322	841	69	631	508	785	1067	234	1270	382
PVP01_0839200	16	35	3	53	36	43	7	15	80	3
PVP01_1463700	49	235	28	91	64	222	125	122	174	210
PVP01_0007830	0	0	0	0	0	0	0	0	0	0
PVP01_1144000	12	3	11	0	5	17	3	103	2	71
PVP01_0930000	160	595	52	346	303	359	349	468	433	338
PVP01_1326400	38	97	22	92	44	105	72	296	59	29
PVP01_0930100	192	659	58	666	433	487	359	286	453	817
PVP01_0826300	25	76	14	11	17	23	32	33	34	23
PVP01_0003830	0	0	0	0	0	0	0	0	0	0
PVP01_1258900	61	199	12	116	140	191	149	104	203	106
PVP01_0000490	0	0	0	0	0	0	0	0	0	0
PVP01_0215000	107	425	25	326	342	346	217	327	226	120
PVP01_API04900	0	0	0	0	0	0	0	0	0	0
PVP01_0802700	75	129	23	249	59	98	75	70	49	74
PVP01_0506200	259	904	89	899	591	1027	601	915	719	604
PVP01_1336400	84	167	28	136	87	179	142	169	184	134
PVP01_1308400	111	353	53	231	156	325	173	344	265	248
PVP01_API04700	0	0	0	0	0	0	0	0	0	0
PVP01_1324500	4	14	5	7	15	26	6	47	5	2
PVP01_0200700	1	11	1	5	19	17	1	2	14	1
PVP01_API01300	0	0	0	0	0	0	0	0	0	0
PVP01_1222000	35	32	26	34	48	46	26	182	45	30
PVP01_1136400	48	34	17	23	22	46	23	46	37	190
PVP01_1313900	216	490	69	361	340	577	482	572	471	247
PVP01_0514200	131	573	79	471	348	721	269	294	450	419
PVP01_0117900	34	134	14	34	36	110	54	118	66	51
PVP01_0008220	0	0	0	0	0	0	0	0	0	0
PVP01_0525200	15	67	6	47	42	58	32	154	75	23
PVP01_1429500	42	175	19	123	88	166	158	205	115	58
PVP01_0421600	7	16	11	1	7	19	5	84	0	6
PVP01_1311700	85	142	30	104	92	134	123	115	185	352
PVP01_0001200	0	0	0	0	0	0	0	0	0	0
PVP01_1424800	39	231	21	252	120	256	94	150	120	73
PVP01_0212900	62	169	20	89	96	125	102	154	158	107
PVP01_0310600	56	136	25	51	55	91	79	203	149	358
PVP01_0611700	4	7	3	7	2	13	8	21	7	5
PVP01_1401800	12	52	4	11	19	60	16	7	17	27
PVP01_0910800	18	98	11	90	87	71	86	111	81	25
PVP01_1035100	0	0	0	0	0	0	0	0	0	0
PVP01_0213000	62	265	35	204	150	244	115	200	180	118
PVP01_1334600	58	355	45	236	282	285	131	65	188	263
PVP01_1244400	388	980	115	690	513	816	572	1150	574	598
PVP01_0119100	0	0	0	0	0	0	0	0	0	0
PVP01_1218700	14	22	19	4	11	33	13	177	9	74
PVP01_0526700	53	123	44	66	53	165	86	189	128	185
PVP01_0413300	57	201	22	179	117	193	121	98	177	106
PVP01_0010930	0	0	0	0	0	0	0	0	0	0
PVP01_0519500	1065	3606	212	3439	3116	3272	2576	1506	2688	1358
PVP01_1006500	77	352	22	208	192	270	162	215	189	113
PVP01_0943000	276	700	120	606	331	858	516	271	734	511
PVP01_0415600	29	21	42	11	27	200	15	157	23	1338
PVP01_1032600	15	0	4	30	11	41	9	20	16	14
PVP01_1300600	5	14	3	17	9	39	18	47	17	18
PVP01_1444000	995	5877	192	6978	5461	6436	3640	2631	3311	1498
PVP01_0805400	88	76	58	44	42	109	138	342	112	119
PVP01_0812600	41	101	17	53	48	85	86	88	85	144
PVP01_1125800	55	26	21	15	25	37	30	273	30	67
PVP01_0947900	0	0	0	0	0	0	0	0	0	0
PVP01_0612500	9	6	12	1	5	31	2	131	2	46
PVP01_0000390	0	0	0	0	0	0	0	0	0	0
PVP01_1270100	103	331	47	153	195	541	152	151	221	560
PVP01_1213800	1	10	2	1	2	13	4	32	2	6
PVP01_1453200	13	73	1	67	44	26	62	101	45	30
PVP01_0008870	0	0	0	0	0	0	0	0	0	0
PVP01_0716800	140	282	125	104	109	333	128	711	224	664
PVP01_1139700	32	41	25	16	35	74	49	139	32	72
PVP01_1339200	82	115	96	42	110	560	102	138	88	2442
PVP01_1423600	43	51	42	63	60	167	63	185	51	376
PVP01_1419400	97	234	35	182	191	396	199	95	241	269
PVP01_0725100	179	593	58	373	387	520	407	604	378	423
PVP01_0003200	0	0	0	0	0	0	0	0	0	0
PVP01_0008040	0	0	0	0	0	0	0	0	0	0
PVP01_0709400	263	1018	64	709	559	976	580	320	948	422
PVP01_0709300	29	220	18	45	97	119	60	141	81	41
PVP01_1318500	13	4	11	1	6	13	3	66	4	65
PVP01_0009140	0	0	0	0	0	0	0	0	0	0
PVP01_1022100	65	78	39	69	67	83	91	361	101	60
PVP01_1229700	21	64	14	21	25	56	54	125	51	63
PVP01_0423500	0	0	0	0	0	0	0	0	0	0
PVP01_0111900	172	95	135	27	167	256	109	197	340	1523
PVP01_0725300	99	164	30	83	99	173	132	348	213	115
PVP01_1140000	65	39	45	26	49	71	30	305	58	420
PVP01_1003100	3	5	2	6	4	8	2	25	10	5
PVP01_0009380	0	0	0	0	0	0	0	0	0	0
PVP01_1305000	77	166	38	279	105	198	122	289	113	529
PVP01_1142800	58	107	32	60	73	110	115	280	157	156
PVP01_1345800	524	1338	118	2271	1413	1263	907	496	1026	769
PVP01_0101700	43	310	23	179	146	203	109	153	154	55
PVP01_0827400	5	9	10	6	4	18	10	115	3	18
PVP01_0604100	127	879	73	572	434	505	333	300	473	556
PVP01_1234700	41	206	22	231	105	107	152	240	167	102
PVP01_0218600	0	0	0	0	0	0	0	0	0	0
PVP01_0521500	87	481	24	478	391	1045	278	204	239	865
PVP01_1144200	32	131	26	74	65	106	69	177	59	83
PVP01_0940900	62	195	18	109	117	156	129	149	217	120
PVP01_0009340	0	0	0	0	0	0	0	0	0	0
PVP01_0621100	34	150	20	75	28	124	78	185	64	181
PVP01_1220900	101	453	28	361	281	316	268	225	274	185
PVP01_0010000	0	0	0	0	0	0	0	0	0	0
PVP01_0809100	63	52	26	29	31	92	48	51	89	179
PVP01_0010070	0	0	0	0	0	0	0	0	0	0
PVP01_0727900	216	735	91	436	306	665	323	456	459	414
PVP01_0702100	206	608	41	439	296	746	358	203	449	283
PVP01_0416800	62	205	60	219	116	251	156	696	120	79
PVP01_1109000	212	589	50	525	387	498	269	233	291	236
PVP01_1259400	43	217	29	149	96	154	116	166	201	108
PVP01_0214400	53	114	31	85	69	106	82	406	67	146
PVP01_0925400	100	424	23	276	280	382	212	215	229	127
PVP01_0526600	49	172	21	100	115	139	90	218	166	102
PVP01_0534100	0	0	0	0	0	0	0	0	0	0
PVP01_1145400	20	60	17	50	29	66	56	169	36	31
PVP01_0531400	11	53	3	12	15	27	8	6	22	1
PVP01_1432700	215	698	63	468	395	478	383	461	511	233
PVP01_1455400	21	90	13	43	47	55	61	198	68	56
PVP01_1430200	13	114	9	38	89	65	22	41	30	74
PVP01_1300300	62	350	26	237	162	214	108	59	165	67
PVP01_0927700	57	86	27	11	48	49	62	173	131	103
PVP01_0310100	137	461	41	338	316	498	394	585	377	117
PVP01_1127000	65	286	25	188	183	169	175	228	168	66
PVP01_0601300	6	14	7	9	12	27	6	88	12	21
PVP01_1335200	60	60	34	21	20	92	39	454	39	56
PVP01_0922300	62	301	25	212	154	144	159	343	137	63
PVP01_0006150	0	0	0	0	0	0	0	0	0	0
PVP01_0614000	14	23	8	20	13	30	28	85	18	39
PVP01_1233500	278	770	121	539	409	830	416	469	580	1774
PVP01_1025300	195	555	77	331	303	472	396	462	517	396
PVP01_0408200	47	49	35	31	34	59	57	371	39	32
PVP01_0506700	71	82	20	58	53	165	100	223	70	136
PVP01_1217200	423	1153	153	768	814	1173	731	711	989	818
PVP01_1436700	106	493	42	360	210	843	230	178	332	210
PVP01_1431400	33	85	12	37	35	116	46	81	48	64
PVP01_1118200	32	81	24	17	20	118	61	81	102	98
PVP01_1248600	197	741	58	560	367	486	444	440	502	292
PVP01_1463400	164	545	53	306	329	814	285	528	336	1580
PVP01_0411800	248	1227	83	960	869	856	921	590	741	442
PVP01_0112900	66	268	17	245	177	250	194	142	114	87
PVP01_1200600	46	147	12	166	77	365	73	55	85	460
PVP01_0731000	73	248	33	193	190	165	117	200	198	195
PVP01_0822800	272	1096	121	829	688	847	638	1158	796	423
PVP01_1430900	77	231	14	163	108	177	125	183	88	71
PVP01_0936800	48	26	48	6	38	99	13	139	15	911
PVP01_1213500	0	0	0	0	0	0	0	0	0	0
PVP01_API04100	0	0	0	0	0	0	0	0	0	0
PVP01_0505900	90	379	27	287	173	224	225	440	296	165
PVP01_0006900	0	0	0	0	0	0	0	0	0	0
PVP01_0002250	0	0	0	0	0	0	0	0	0	0
PVP01_1463800	57	145	28	64	52	302	102	110	181	165
PVP01_API01600	0	0	0	0	0	0	0	0	0	0
PVP01_0830300	189	1012	85	694	693	758	524	617	856	732
PVP01_0109300	233	586	98	422	434	749	414	486	548	1345
PVP01_0607100	158	525	71	185	188	796	252	397	306	384
PVP01_0002890	0	0	0	0	0	0	0	0	0	0
PVP01_1147300	14	10	4	0	8	9	4	9	9	7
PVP01_0009100	0	0	0	0	0	0	0	0	0	0
PVP01_1011500	2137	8815	820	5168	5039	9312	4720	3983	6262	7803
PVP01_0735500	63	177	14	164	108	192	46	47	0	22
PVP01_0207500	68	513	36	242	272	437	196	188	247	579
PVP01_0411000	51	83	40	49	72	228	54	273	55	1298
PVP01_0623900	24	84	7	47	44	79	45	138	53	27
PVP01_0211900	245	815	50	791	566	602	641	426	595	261
PVP01_0216900	71	271	13	194	174	254	154	65	204	136
PVP01_1331600	64	126	52	57	74	201	168	219	175	163
PVP01_0002950	0	0	0	0	0	0	0	0	0	0
PVP01_0814300	135	356	44	309	301	599	262	255	311	253
PVP01_0907500	69	22	60	4	33	145	5	237	16	1622
PVP01_API00100	0	0	0	0	0	0	0	0	0	0
PVP01_0817400	15	58	16	46	29	55	31	75	29	31
PVP01_0005210	0	0	0	0	0	0	0	0	0	0
PVP01_1101000	355	1809	113	1544	1711	1951	863	458	1043	506
PVP01_0402600	6	58	1	10	24	29	23	45	25	23
PVP01_0809500	13	56	9	15	13	37	54	30	24	31
PVP01_1241200	207	1087	56	986	704	1216	472	347	622	234
