gene_id	GHC.006.output.filtered.bam	GHC.017.output.filtered.bam	GHC.022.output.filtered.bam	GHC.025.output.filtered.bam	JHC.001.output.filtered.bam	JHC.005.output.filtered.bam	SGH.003.output.filtered.bam	SGH.006.output.filtered.bam	SGH.007.output.filtered.bam	UHC.020.output.filtered.bam
PVP01_0005560	0	0	0	0	0	0	0	0	0	0
PVP01_1255600	119	507	53	311	239	439	257	408	285	194
PVP01_0004360	0	0	0	0	0	0	0	0	0	0
PVP01_0319400	49	48	59	12	53	313	9	131	26	1762
PVP01_1120900	50	53	52	19	50	207	31	181	28	1666
PVP01_0839000	2	9	0	0	4	5	0	2	3	1
PVP01_1453300	139	480	64	406	330	487	362	602	417	321
PVP01_0009460	0	0	0	0	0	0	0	0	0	0
PVP01_0007690	0	0	0	0	0	0	0	0	0	0
PVP01_0603200	23	19	21	21	25	31	30	148	41	161
PVP01_0917900	2	4	3	2	0	9	1	44	4	4
PVP01_1123700	273	976	121	638	437	1403	580	307	913	1037
PVP01_1340100	39	120	19	47	48	86	87	130	105	68
PVP01_1247900	175	454	46	307	209	459	417	274	470	213
PVP01_0007230	0	0	0	0	0	0	0	0	0	0
PVP01_0006090	0	0	0	0	0	0	0	0	0	0
PVP01_0006570	0	0	0	0	0	0	0	0	0	0
PVP01_0928800	160	777	40	433	311	388	255	321	402	180
PVP01_0823600	89	256	23	175	153	203	161	155	219	275
PVP01_1327100	90	262	25	116	152	165	125	112	165	199
PVP01_0506100	109	435	45	371	226	342	281	457	390	235
PVP01_1334500	86	311	39	143	164	312	133	155	191	286
PVP01_0612800	41	205	21	135	101	283	93	184	89	63
PVP01_0921500	6	6	3	3	5	7	2	61	7	44
PVP01_1267500	272	1183	73	855	665	981	664	515	784	354
PVP01_0523700	32	240	31	125	125	102	189	131	113	204
PVP01_0706300	43	255	29	152	132	310	93	69	182	120
PVP01_1472100	5	25	4	5	2	10	13	8	11	62
PVP01_1327700	19	62	11	30	59	62	67	92	98	80
PVP01_1339600	98	338	39	177	130	272	207	160	263	219
PVP01_1112700	72	328	40	159	132	334	158	166	228	157
PVP01_0002420	0	0	0	0	0	0	0	0	0	0
PVP01_0829900	164	919	69	511	452	713	369	541	533	221
PVP01_0104500	537	3700	254	2284	1622	3196	1685	1406	2205	1691
PVP01_1207800	20	133	14	51	54	87	52	109	71	68
PVP01_1206800	675	3120	151	2780	2738	2722	2041	1121	2570	872
PVP01_0519400	98	278	34	151	131	307	177	213	237	323
PVP01_0305800	55	146	24	93	77	106	138	210	136	119
PVP01_1418200	384	1110	51	1423	1060	878	838	578	807	292
PVP01_1027200	91	345	45	143	155	398	143	386	200	1009
PVP01_1007400	76	181	20	159	124	311	169	121	146	76
PVP01_0730600	67	210	30	173	169	173	126	263	174	86
PVP01_0723500	25	77	24	26	43	101	84	217	96	73
PVP01_0832500	363	1039	85	690	658	797	692	916	815	669
PVP01_0731900	21	50	12	14	29	56	30	209	20	55
PVP01_0002110	0	0	0	0	0	0	0	0	0	0
PVP01_1135700	33	165	9	83	116	88	87	100	89	59
PVP01_0726800	45	104	37	72	85	170	46	310	79	42
PVP01_1019800	60	97	37	48	53	131	93	282	71	79
PVP01_0004990	0	0	0	0	0	0	0	0	0	0
PVP01_0408500	188	622	88	335	428	461	375	587	547	326
PVP01_0312700	33	142	9	81	96	79	103	106	99	41
PVP01_0947300	0	0	0	0	0	0	0	0	0	0
PVP01_0301000	13	138	3	71	62	178	42	48	90	329
PVP01_0716000	207	555	50	252	480	525	398	445	451	347
PVP01_0007710	0	0	0	0	0	0	0	0	0	0
PVP01_1254200	64	262	6	158	120	198	92	62	154	77
PVP01_1255300	698	1590	146	1755	1412	2352	1245	729	1267	1864
PVP01_1466600	36	56	28	40	20	93	46	201	41	109
PVP01_0407900	69	282	28	235	197	191	183	199	172	113
PVP01_0530400	0	38	5	19	25	52	10	10	19	25
PVP01_1230200	18	69	10	64	36	47	53	142	49	11
PVP01_1452800	193	603	52	418	424	470	443	505	560	382
PVP01_0000810	0	0	0	0	0	0	0	0	0	0
PVP01_1443100	19	113	4	64	57	62	69	71	64	36
PVP01_1146300	389	1947	181	1230	1603	3017	802	524	1342	937
PVP01_1441600	131	599	51	303	259	560	316	593	487	188
PVP01_0219600	0	0	0	0	0	0	0	0	0	0
PVP01_0101000	93	282	43	229	214	363	178	116	256	248
PVP01_1443800	255	741	65	696	536	628	683	538	680	282
PVP01_0009960	0	0	0	0	0	0	0	0	0	0
PVP01_1253000	96	415	34	239	242	267	206	174	291	140
PVP01_1210800	95	179	22	131	122	160	212	258	217	123
PVP01_0512100	110	110	98	48	109	419	100	504	195	1269
PVP01_0422000	0	0	0	0	0	0	0	0	0	0
PVP01_1107700	170	440	46	308	208	347	341	302	359	184
PVP01_0410000	135	599	62	250	269	497	257	456	420	249
PVP01_0302500	21	18	23	3	7	43	8	146	15	25
PVP01_1336200	494	1499	121	2159	1366	1862	1476	775	1390	597
PVP01_0010050	0	0	0	0	0	0	0	0	0	0
PVP01_1145900	77	347	36	195	137	385	183	196	229	242
PVP01_1343700	25	64	29	5	20	91	29	396	47	49
PVP01_1408500	33	96	14	24	44	95	38	93	45	129
PVP01_0837600	150	597	124	364	283	840	397	586	633	887
PVP01_0832100	102	285	82	174	125	234	188	749	277	324
PVP01_0003130	0	0	0	0	0	0	0	0	0	0
PVP01_1125700	272	141	65	28	124	194	74	362	264	542
PVP01_1304600	289	1105	125	757	634	985	589	700	806	1158
PVP01_1328300	18	28	28	8	4	39	20	230	13	29
PVP01_1205500	103	182	56	76	67	315	166	585	211	232
PVP01_1334900	101	201	26	213	106	156	149	271	158	107
PVP01_1101400	16	79	8	25	15	40	26	103	55	18
PVP01_1471600	24	141	5	45	250	273	27	25	169	22
PVP01_0002240	0	0	0	0	0	0	0	0	0	0
PVP01_0317900	82	332	31	226	162	363	169	367	243	125
PVP01_1018900	146	500	36	283	252	344	367	554	597	395
PVP01_0812800	540	1711	224	1668	1181	2482	1007	723	1430	2437
PVP01_1342500	393	1214	128	927	654	1105	641	901	748	374
PVP01_0817000	19	41	8	31	19	45	30	101	34	104
PVP01_1027700	468	324	216	202	289	591	298	88	786	3088
PVP01_0317400	24	32	21	9	21	38	24	143	58	76
PVP01_1315300	26	113	26	114	61	99	55	124	50	40
PVP01_0509400	122	454	42	249	195	437	228	292	314	128
PVP01_1126500	75	246	36	192	109	188	155	212	177	188
PVP01_1327200	77	220	47	170	271	319	191	252	249	263
PVP01_0005070	0	0	0	0	0	0	0	0	0	0
PVP01_0000180	0	0	0	0	0	0	0	0	0	0
PVP01_1326200	49	190	29	165	143	154	84	193	85	251
PVP01_1457000	87	271	30	215	173	274	106	153	234	230
PVP01_1313100	85	229	45	116	129	200	134	287	215	184
PVP01_0007220	0	0	0	0	0	0	0	0	0	0
PVP01_0003800	0	0	0	0	0	0	0	0	0	0
PVP01_1454200	37	148	16	72	61	85	53	146	92	74
PVP01_1226200	491	1523	121	1405	896	1512	1058	691	1063	810
PVP01_0731500	197	1290	71	591	546	711	752	818	736	334
PVP01_1232200	35	219	28	88	137	298	93	198	163	217
PVP01_1262200	17	34	15	4	5	44	9	161	13	35
PVP01_0010540	0	0	0	0	0	0	0	0	0	0
PVP01_0416900	51	194	39	107	82	146	102	325	85	77
PVP01_1430800	11	52	5	37	30	46	33	41	26	9
PVP01_0936600	6	12	4	0	3	19	6	43	12	8
PVP01_0010630	0	0	0	0	0	0	0	0	0	0
PVP01_1239100	35	150	10	100	86	107	44	64	39	23
PVP01_0904300	663	1915	132	1535	1375	1335	1578	1075	1628	909
PVP01_0624500	67	249	9	157	129	97	75	105	132	63
PVP01_0409300	183	697	49	367	342	457	525	545	586	245
PVP01_0006240	0	0	0	0	0	0	0	0	0	0
PVP01_MIT00400	0	1	0	1	0	0	0	1	3	2
PVP01_0006950	0	0	0	0	0	0	0	0	0	0
PVP01_0705300	12	4	4	8	3	17	6	49	5	99
PVP01_0903700	22	32	16	2	16	36	16	117	8	78
PVP01_1318600	47	154	41	99	140	201	73	145	100	380
PVP01_0602400	47	62	41	48	39	110	66	289	78	251
PVP01_0117500	91	327	18	141	181	207	108	111	190	121
PVP01_0839900	0	0	0	0	0	0	0	0	0	0
PVP01_0715200	0	3	1	1	2	0	7	22	4	3
PVP01_0002740	0	0	0	0	0	0	0	0	0	0
PVP01_1303600	131	544	49	277	349	471	274	279	459	261
PVP01_0917000	43	170	11	99	78	150	93	57	85	44
PVP01_1339300	314	687	93	495	501	1063	377	493	536	1670
PVP01_1318200	104	365	43	237	215	287	216	233	248	114
PVP01_0515500	85	237	25	300	238	162	315	331	275	51
PVP01_0735300	119	114	23	415	141	364	39	99	0	109
PVP01_1023200	178	646	65	590	533	989	521	520	539	1432
PVP01_1432400	52	85	21	69	66	144	74	36	83	157
PVP01_0528500	59	419	21	267	191	213	187	226	200	73
PVP01_0816100	52	112	20	85	59	115	72	114	73	71
PVP01_1320300	21	34	28	30	33	94	49	314	43	176
PVP01_0000720	0	0	0	0	0	0	0	0	0	0
PVP01_1208800	70	498	61	277	294	584	200	258	316	305
PVP01_0713700	48	313	16	239	185	177	135	254	118	72
PVP01_0709200	43	225	21	97	136	121	102	222	99	59
PVP01_0008460	0	0	0	0	0	0	0	0	0	0
PVP01_0949000	0	0	0	0	0	0	0	0	0	0
PVP01_1306000	65	108	23	29	27	91	62	211	46	74
PVP01_1011900	30	96	25	42	47	88	75	119	88	85
PVP01_1028300	88	560	30	262	332	618	221	206	348	237
PVP01_1321100	209	484	98	243	278	399	414	128	711	760
PVP01_0210300	66	262	23	244	180	148	180	182	150	38
PVP01_1241800	39	113	25	88	72	113	70	60	116	92
PVP01_0514300	627	2203	263	1733	1480	3171	1240	1128	1988	3132
PVP01_1427100	108	697	64	522	418	1233	254	235	398	1127
PVP01_API02900	0	0	0	0	0	0	0	0	0	0
PVP01_0109400	54	209	28	97	112	160	153	373	151	106
PVP01_0302400	11	10	13	1	6	31	7	208	8	10
PVP01_0904500	116	446	16	170	204	249	122	118	180	112
PVP01_1433300	17	82	8	49	46	53	38	93	57	32
PVP01_1467100	92	19	4	8	50	95	7	63	9	785
PVP01_0003760	0	0	0	0	0	0	0	0	0	0
PVP01_1004200	43	57	11	6	15	41	40	165	32	45
PVP01_0001720	0	0	0	0	0	0	0	0	0	0
PVP01_0530300	6	38	1	10	9	21	21	13	20	7
PVP01_0000130	0	0	0	0	0	0	0	0	0	0
PVP01_0815900	24	13	30	0	16	35	13	143	8	394
PVP01_0401700	37	120	6	27	21	31	18	32	22	25
PVP01_1465200	32	67	11	39	41	78	41	122	47	66
PVP01_1030800	1302	4804	218	4568	4695	9211	2397	1726	2492	2799
PVP01_0909700	64	73	36	18	59	98	121	157	216	186
PVP01_0524800	7	16	10	9	5	27	9	143	8	8
PVP01_0820600	14	11	21	7	3	22	3	137	4	7
PVP01_1130100	196	519	54	225	170	373	321	221	453	341
PVP01_0203900	104	166	56	98	81	205	138	364	176	183
PVP01_0503200	36	122	5	139	110	100	60	99	59	59
PVP01_0008270	0	0	0	0	0	0	0	0	0	0
PVP01_0100800	35	119	22	86	68	73	88	71	85	39
PVP01_1119600	190	1358	55	808	716	1359	624	409	885	825
PVP01_1021200	50	167	15	124	92	148	103	65	82	59
PVP01_0903800	27	58	12	52	44	148	51	111	50	184
PVP01_0006690	0	0	0	0	0	0	0	0	0	0
PVP01_1201900	89	555	22	265	212	530	143	179	234	109
PVP01_1200100	0	0	0	0	0	0	1	0	1	0
PVP01_0301500	13	8	5	11	7	19	9	99	7	11
PVP01_1118300	106	245	50	70	94	314	187	196	404	302
PVP01_0508700	2	4	4	0	4	4	4	65	1	1
PVP01_1260800	113	300	66	325	215	410	264	119	240	445
PVP01_1104700	60	242	23	208	152	313	125	232	164	87
PVP01_1432000	20	52	12	41	35	36	41	87	37	8
PVP01_0801400	11	12	1	20	14	7	11	4	12	11
PVP01_1025700	43	172	22	154	81	120	113	149	184	75
PVP01_0944000	0	0	0	0	0	0	0	0	0	0
PVP01_1417100	46	230	14	221	128	275	121	55	135	102
PVP01_0408000	34	61	36	16	25	69	51	365	38	31
PVP01_0006890	0	0	0	0	0	0	0	0	0	0
PVP01_0009980	0	0	0	0	0	0	0	0	0	0
PVP01_0114900	16	21	16	27	44	120	11	76	22	64
PVP01_0805700	59	333	40	227	162	213	165	242	194	125
PVP01_0946000	0	0	0	0	0	0	0	0	0	0
PVP01_1142700	47	63	21	29	51	52	34	116	106	91
PVP01_1231400	5	16	9	10	15	23	14	58	31	16
PVP01_1401200	48	13	37	5	36	39	9	20	19	803
PVP01_0009690	0	0	0	0	0	0	0	0	0	0
PVP01_0711000	87	159	51	56	56	184	91	353	129	620
PVP01_0500600	23	120	5	78	53	121	29	15	42	14
PVP01_0825800	28	14	23	8	12	30	17	132	22	92
PVP01_0002320	0	0	0	0	0	0	0	0	0	0
PVP01_0917300	72	244	32	134	108	153	102	214	149	114
PVP01_0840100	0	0	0	0	0	0	0	0	0	0
PVP01_1468200	12	85	10	55	26	77	38	118	48	19
PVP01_0730400	157	697	53	617	512	436	418	326	439	200
PVP01_1467400	72	302	22	149	136	316	142	97	279	145
PVP01_0932100	131	590	48	451	354	847	343	277	399	168
PVP01_0513300	18	50	11	14	12	30	23	93	28	26
PVP01_0912300	14	53	8	30	29	30	41	138	29	12
PVP01_1338500	231	826	42	788	553	671	438	349	486	338
PVP01_0115100	64	85	30	43	51	224	114	120	109	354
PVP01_0010420	0	0	0	0	0	0	0	0	0	0
PVP01_0921400	46	76	13	45	53	67	48	40	112	110
PVP01_0113100	90	210	44	193	154	214	146	193	211	531
PVP01_1222300	42	66	22	34	35	105	25	246	97	122
PVP01_1249500	829	4099	391	2685	2887	3692	1430	1296	1822	9027
PVP01_0007970	0	0	0	0	0	0	0	0	0	0
PVP01_1257700	59	112	29	30	25	88	54	345	52	32
PVP01_0007860	0	0	0	0	0	0	0	0	0	0
PVP01_1253200	39	43	28	14	16	68	45	244	60	63
PVP01_0104400	631	1616	138	1684	1757	1500	1575	1053	1340	927
PVP01_0205400	53	212	19	120	104	88	136	141	183	73
PVP01_0001970	0	0	0	0	0	0	0	0	0	0
PVP01_0008520	0	0	0	0	0	0	0	0	0	0
PVP01_0213500	155	603	84	400	273	503	326	544	450	284
PVP01_0907200	20	42	8	6	20	51	35	26	39	59
PVP01_0217000	20	36	13	21	12	23	24	27	41	83
PVP01_1434900	44	131	11	20	45	107	131	48	54	38
PVP01_1419900	189	989	74	636	469	611	358	404	543	210
PVP01_0517100	301	724	83	688	769	669	534	386	609	742
PVP01_0205500	62	148	12	135	121	157	117	152	106	61
PVP01_0905900	39	156	13	133	104	119	75	52	95	55
PVP01_1464300	43	288	33	156	160	286	108	88	176	142
PVP01_0000970	0	0	0	0	0	0	0	0	0	0
PVP01_0007150	0	0	0	0	0	0	0	0	0	0
PVP01_0822900	547	1697	100	2215	1475	1240	1464	925	1042	631
PVP01_0001850	0	0	0	0	0	0	0	0	0	0
PVP01_0219500	0	0	0	0	0	0	0	0	0	0
PVP01_1120300	15	121	25	44	42	167	79	50	56	61
PVP01_0400500	0	4	0	0	0	0	1	0	0	0
PVP01_1329700	35	80	16	25	42	72	60	143	47	49
PVP01_0931400	64	48	27	12	25	64	29	268	64	175
PVP01_0728600	15	33	7	8	30	18	21	35	20	9
PVP01_1431800	41	51	19	23	21	70	32	188	34	80
PVP01_1216400	86	138	25	60	68	174	96	180	178	410
PVP01_1205800	107	405	28	270	196	463	174	330	298	176
PVP01_0728400	88	277	47	124	129	433	131	37	324	241
PVP01_0727800	80	287	48	190	129	227	158	206	208	189
PVP01_1017700	45	193	17	147	85	158	136	172	141	64
PVP01_1201700	43	222	19	97	63	115	53	88	84	49
PVP01_0001150	0	0	0	0	0	0	0	0	0	0
PVP01_1246500	27	94	5	45	53	71	33	108	56	35
PVP01_0610600	400	1391	75	1396	1083	1408	876	580	829	529
PVP01_0010230	0	0	0	0	0	0	0	0	0	0
PVP01_0010820	0	0	0	0	0	0	0	0	0	0
PVP01_0925800	21	67	13	36	36	58	39	181	30	30
PVP01_1307800	21	34	25	13	18	45	24	101	25	153
PVP01_0532000	1	96	1	0	2	25	3	17	41	25
PVP01_0707200	133	779	103	424	298	1016	307	235	610	537
PVP01_1027400	66	277	15	184	127	211	117	162	183	55
PVP01_0621400	358	1327	134	1275	1110	1312	704	1144	968	719
PVP01_0932300	54	184	20	144	132	172	145	105	187	304
PVP01_1403300	75	281	33	201	147	285	146	113	177	122
PVP01_1330800	447	1239	218	673	589	1343	786	888	1167	867
PVP01_0006130	0	0	0	0	0	0	0	0	0	0
PVP01_1204200	25	48	12	31	42	44	60	99	48	24
PVP01_1256500	328	1403	155	1013	784	1086	809	632	876	1030
PVP01_0715500	97	315	56	159	190	372	172	235	279	549
PVP01_1421700	29	3	20	1	8	53	5	54	11	442
PVP01_0722400	62	384	19	209	185	257	153	230	195	132
PVP01_1448200	259	740	110	577	410	674	614	956	762	504
PVP01_1344100	64	218	20	149	161	157	133	153	204	63
PVP01_0008900	0	0	0	0	0	0	0	0	0	0
PVP01_0619200	18	24	14	4	10	49	11	109	24	103
PVP01_1409100	314	971	80	1344	827	854	754	346	700	404
PVP01_0006160	0	0	0	0	0	0	0	0	0	0
PVP01_0929000	9	14	5	2	2	7	5	43	9	20
PVP01_1215700	5	4	0	2	9	9	8	25	15	26
PVP01_0624300	52	187	12	106	88	180	127	150	155	61
PVP01_1122600	64	158	29	108	97	154	104	81	173	91
PVP01_MIT03200	30	7	6	14	8	28	16	109	13	16
PVP01_0008090	0	0	0	0	0	0	0	0	0	0
PVP01_1270900	9	19	0	8	14	9	16	6	9	10
PVP01_0520700	11	22	12	2	42	214	48	63	12	146
PVP01_1340900	60	256	16	148	175	253	141	206	173	144
PVP01_0307200	38	202	21	104	121	155	97	255	115	110
PVP01_1020500	614	1353	57	1167	1140	790	1749	831	1687	573
PVP01_0003320	0	0	0	0	0	0	0	0	0	0
PVP01_0319200	45	181	8	175	101	146	74	82	88	81
PVP01_0516300	82	436	31	282	348	260	248	154	204	109
PVP01_1219300	29	53	17	37	36	110	47	144	64	174
PVP01_1009500	26	89	10	40	30	42	39	52	66	35
PVP01_0813100	37	25	46	20	54	134	28	181	17	923
PVP01_0003000	0	0	0	0	0	0	0	0	0	0
PVP01_1243400	153	710	56	479	447	730	239	147	432	300
PVP01_0002500	0	0	0	0	0	0	0	0	0	0
PVP01_0512000	39	91	20	20	38	94	53	81	64	51
PVP01_0010770	0	0	0	0	0	0	0	0	0	0
PVP01_1429800	208	514	103	429	275	714	287	225	399	368
PVP01_1456600	225	580	74	404	305	478	416	478	438	801
PVP01_1245000	762	2051	236	2660	1590	2289	2085	1201	1653	2401
PVP01_1451200	25	10	24	6	12	32	10	262	22	16
PVP01_0418600	6	12	9	3	4	25	16	53	18	17
PVP01_1408000	105	281	34	108	128	213	290	222	224	236
PVP01_1252100	7	189	6	141	94	147	32	99	61	33
PVP01_1216900	71	287	54	222	126	206	151	152	188	296
PVP01_0507100	67	223	48	114	88	244	99	361	153	294
PVP01_1021500	302	177	252	18	200	644	246	218	861	1815
PVP01_1235200	238	692	52	651	543	568	518	463	676	412
PVP01_1122400	479	3150	147	1692	1866	3319	1093	1019	1613	4393
PVP01_1421500	65	59	48	15	40	196	46	280	43	1204
PVP01_0808500	206	855	94	423	446	832	412	203	754	747
PVP01_1435200	35	199	33	52	48	129	47	117	76	70
PVP01_0000290	0	0	0	0	0	0	0	0	0	0
PVP01_0928300	111	366	45	375	208	341	235	294	242	120
PVP01_0210900	62	133	25	96	188	105	103	328	89	38
PVP01_0003560	0	0	0	0	0	0	0	0	0	0
PVP01_1209800	197	354	116	241	219	551	223	285	363	2822
PVP01_1107900	29	85	28	15	19	84	37	272	29	42
PVP01_1315600	376	886	224	382	526	1765	739	713	1180	2851
PVP01_1142200	352	1280	166	1052	1183	2497	946	956	1274	4377
PVP01_0004460	0	0	0	0	0	0	0	0	0	0
PVP01_1344300	72	91	46	52	51	186	66	61	77	390
PVP01_0710100	31	129	30	99	85	111	68	201	96	82
PVP01_0613100	149	321	85	195	208	433	236	439	365	550
PVP01_0605600	35	177	20	102	105	106	89	227	111	30
PVP01_0215700	14	18	6	8	6	28	11	17	6	28
PVP01_0948900	0	0	0	0	0	0	0	0	0	0
PVP01_1227700	57	260	13	253	162	165	166	227	153	52
PVP01_0818400	130	731	61	291	402	531	283	684	345	190
PVP01_0000800	0	0	0	0	0	0	0	0	0	0
PVP01_0211800	48	71	29	71	44	82	92	154	98	91
PVP01_0513600	26	57	23	25	28	408	28	249	27	512
PVP01_0505100	244	889	38	1109	829	550	729	462	675	289
PVP01_0003310	0	0	0	0	0	0	0	0	0	0
PVP01_1272700	0	0	0	0	0	0	0	0	0	0
PVP01_0733400	141	28	78	4	76	79	13	128	49	1454
PVP01_1342400	20	55	19	38	22	81	36	174	37	25
PVP01_0534200	0	0	0	0	0	0	0	0	0	0
PVP01_1312100	68	288	17	220	157	200	208	212	259	50
PVP01_1108200	187	426	109	131	159	541	420	420	560	404
PVP01_1437500	48	82	20	29	15	59	46	177	67	65
PVP01_0913900	49	107	7	74	82	83	138	137	91	37
PVP01_1207500	33	101	15	61	29	73	69	188	77	43
PVP01_1133900	75	121	79	85	104	859	59	274	83	3607
PVP01_1254600	49	87	19	33	34	62	115	130	65	92
PVP01_0831200	69	186	40	176	122	234	166	391	230	86
PVP01_1149000	0	0	0	0	0	0	0	0	0	0
PVP01_0009250	0	0	0	0	0	0	0	0	0	0
PVP01_0914800	42	199	18	143	127	139	95	146	154	301
PVP01_0928500	281	838	89	666	448	757	498	437	615	489
PVP01_1404600	135	318	39	110	136	172	129	239	250	378
PVP01_1132800	35	25	20	17	21	24	13	225	28	15
PVP01_0624600	32	78	13	15	40	69	51	117	81	59
PVP01_0002060	0	0	0	0	0	0	0	0	0	0
PVP01_0000020	0	0	0	0	0	0	0	0	0	0
PVP01_1258500	344	1907	133	1174	1016	1393	757	961	910	912
PVP01_0001470	0	0	0	0	0	0	0	0	0	0
PVP01_0924500	14	46	3	20	12	29	10	52	22	15
PVP01_0722100	12	2	12	7	3	53	22	106	8	20
PVP01_1450700	88	288	30	210	222	167	163	327	150	154
PVP01_0624100	57	305	20	82	114	206	109	211	153	94
PVP01_1466900	508	1228	143	711	865	1158	497	1052	792	2429
PVP01_0736400	0	0	0	0	0	0	0	0	0	0
PVP01_1413700	857	3784	323	2256	1739	3211	1468	1030	2205	2608
PVP01_1416100	116	518	38	389	333	321	282	220	353	370
PVP01_0207200	25	47	15	41	28	36	54	176	53	21
PVP01_0917500	21	26	14	12	19	41	35	204	21	45
PVP01_1341300	14	10	9	3	9	26	6	84	17	192
PVP01_0008120	0	0	0	0	0	0	0	0	0	0
PVP01_1021700	27	23	14	2	19	43	33	132	80	106
PVP01_1274100	0	0	0	0	0	0	0	0	0	0
PVP01_1317000	142	689	29	507	406	376	499	331	436	204
PVP01_1129800	88	269	61	173	159	356	188	316	308	434
PVP01_0527500	325	1929	141	1026	775	4879	631	310	1024	4843
PVP01_0005430	0	0	0	0	0	0	0	0	0	0
PVP01_1228000	50	16	43	7	19	71	17	375	31	96
PVP01_0002150	0	0	0	0	0	0	0	0	0	0
PVP01_1444400	72	162	29	80	111	165	98	283	119	116
PVP01_1243500	59	155	4	79	72	110	70	94	105	71
PVP01_1118700	152	708	85	426	397	788	338	240	531	645
PVP01_0719000	566	1759	168	1813	1214	1987	1485	930	1617	2009
PVP01_0412900	10	84	22	59	29	76	37	158	39	19
PVP01_0315600	92	301	58	140	215	308	185	941	161	226
PVP01_1417500	76	270	28	158	122	224	152	234	183	104
PVP01_1035700	0	0	0	0	0	0	0	0	0	0
PVP01_0004490	0	0	0	0	0	0	0	0	0	0
PVP01_0501900	62	302	11	342	199	257	169	64	183	465
PVP01_0009940	0	0	0	0	0	0	0	0	0	0
PVP01_0949800	0	0	0	0	0	0	0	0	0	0
PVP01_1456800	88	385	32	351	208	678	236	217	245	1228
PVP01_0505000	19	45	12	15	25	52	20	99	28	24
PVP01_0007790	0	0	0	0	0	0	0	0	0	0
PVP01_0213400	123	514	30	300	280	351	265	365	273	177
PVP01_0000150	0	0	0	0	0	0	0	0	0	0
PVP01_1124300	24	52	18	45	31	43	58	75	43	32
PVP01_1232300	149	449	59	222	293	512	381	492	441	404
PVP01_0809600	251	1094	53	1010	768	715	518	290	482	189
PVP01_0000210	0	0	0	0	0	0	0	0	0	0
PVP01_1148400	0	0	0	0	0	0	0	0	0	0
PVP01_1137200	73	169	22	147	88	217	145	79	169	116
PVP01_0734300	65	95	11	108	251	71	117	47	186	35
PVP01_0711700	79	209	56	130	111	204	131	204	212	468
PVP01_0009990	0	0	0	0	0	0	0	0	0	0
PVP01_0005860	0	0	0	0	0	0	0	0	0	0
PVP01_0704400	449	1445	164	1085	860	1368	1016	1094	1076	871
PVP01_1316600	14	17	10	8	15	32	14	109	19	20
PVP01_1209600	170	183	146	96	180	1092	118	101	229	5145
PVP01_0909600	120	215	47	99	176	196	229	121	293	238
PVP01_1115800	164	222	50	124	132	216	250	183	381	362
PVP01_0000200	0	0	0	0	0	0	0	0	0	0
PVP01_0906600	206	449	121	255	315	700	290	227	637	735
PVP01_1213300	73	348	30	324	181	249	191	308	186	89
PVP01_0000770	0	0	0	0	0	0	0	0	0	0
PVP01_0940500	202	132	261	44	166	1022	64	406	87	6975
PVP01_0320200	14	41	5	8	12	34	17	19	18	13
PVP01_0836800	160	917	63	563	491	587	389	260	504	359
PVP01_0815400	48	174	26	31	44	102	50	98	100	122
PVP01_0810000	173	669	47	465	402	642	365	275	410	173
PVP01_0706400	44	292	24	152	106	138	134	109	239	109
PVP01_0531200	1	8	0	2	4	5	3	9	4	2
PVP01_0000370	0	0	0	0	0	0	0	0	0	0
PVP01_1219500	6	11	1	5	5	2	1	43	9	3
PVP01_0008830	0	0	0	0	0	0	0	0	0	0
PVP01_0513700	35	167	17	39	82	145	133	163	103	58
PVP01_0005360	0	0	0	0	0	0	0	0	0	0
PVP01_0937000	115	579	53	300	242	311	345	344	424	279
PVP01_0831900	16	90	19	47	17	124	52	174	41	25
PVP01_0009170	0	0	0	0	0	0	0	0	0	0
PVP01_0707500	183	573	99	321	253	685	305	453	544	523
PVP01_0204500	306	724	77	535	486	612	716	789	635	407
PVP01_0808100	13	60	12	34	20	38	24	70	39	48
PVP01_1414600	31	148	17	67	66	91	62	112	83	46
PVP01_0613300	22	99	12	46	45	111	54	86	81	20
PVP01_1423000	1002	1877	663	1416	1277	2704	1057	733	1923	5674
PVP01_1035600	0	0	0	0	0	0	0	0	0	0
PVP01_0906900	70	487	23	287	323	376	259	195	234	38
PVP01_0006460	0	0	0	0	0	0	0	0	0	0
PVP01_1146900	59	179	15	91	77	91	132	83	127	88
PVP01_0318000	110	534	37	370	240	371	272	393	360	190
PVP01_1417800	125	200	49	65	118	161	142	156	301	292
PVP01_0006920	0	0	0	0	0	0	0	0	0	0
PVP01_1109100	173	304	46	212	196	351	298	310	383	404
PVP01_0606500	67	368	21	294	220	284	234	306	291	88
PVP01_0512800	71	340	29	389	243	354	166	99	275	86
PVP01_0007610	0	0	0	0	0	0	0	0	0	0
PVP01_0610100	432	994	170	1351	505	685	501	189	671	1895
PVP01_0944500	0	0	0	0	0	0	0	0	0	0
PVP01_0714300	10	7	11	2	1	7	7	62	3	6
PVP01_0316100	58	217	39	77	83	103	94	339	107	81
PVP01_0804000	106	414	84	304	261	1164	209	451	226	3306
PVP01_0313700	686	2284	152	2696	2390	2710	1648	1212	1571	630
PVP01_0000990	0	0	0	0	0	0	0	0	0	0
PVP01_1142000	213	1096	186	621	728	1973	249	341	675	1575
PVP01_1002500	67	209	20	138	125	375	127	137	90	393
